timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, temperature.memory, utilization.gpu [%], memory.used [MiB], clocks_event_reasons.sw_power_cap, clocks_event_reasons.sw_thermal_slowdown, clocks_event_reasons.hw_thermal_slowdown
2026/07/17 09:53:35.008, 1192, 877, 203.92, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.065, 1192, 877, 192.09, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.118, 1192, 877, 202.00, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.170, 1192, 877, 179.88, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.226, 1192, 877, 146.24, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.278, 1192, 877, 200.84, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.330, 1192, 877, 186.24, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.387, 1192, 877, 195.92, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.439, 1192, 877, 203.10, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.490, 1192, 877, 183.84, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.542, 1192, 877, 197.83, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.594, 1192, 877, 200.70, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.648, 1192, 877, 183.59, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.700, 1192, 877, 198.04, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.752, 1192, 877, 204.05, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.809, 1192, 877, 190.65, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.860, 1192, 877, 155.37, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.912, 1192, 877, 201.39, 63, 62, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:35.964, 1192, 877, 201.18, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.016, 1192, 877, 194.35, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.069, 1192, 877, 205.49, 63, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.122, 1192, 877, 193.65, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.174, 1192, 877, 198.66, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.230, 1192, 877, 203.10, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.282, 1192, 877, 184.67, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.334, 1192, 877, 197.70, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.386, 1192, 877, 200.70, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.438, 1192, 877, 182.63, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.491, 1192, 877, 139.02, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.543, 1192, 877, 203.10, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.595, 1192, 877, 210.28, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.647, 1192, 877, 190.17, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.699, 1192, 877, 197.83, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.752, 1192, 877, 205.35, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.804, 1192, 877, 194.61, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.856, 1192, 877, 208.36, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.913, 1192, 877, 201.80, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:36.964, 1192, 877, 189.21, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.016, 1192, 877, 202.48, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.068, 1192, 877, 205.83, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.120, 1192, 877, 188.51, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.174, 1192, 877, 200.36, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.227, 1192, 877, 204.53, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.279, 1192, 877, 183.11, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.335, 1192, 877, 205.49, 64, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.394, 1192, 877, 206.79, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.445, 1192, 877, 189.82, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.499, 1192, 877, 197.22, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.551, 1192, 877, 200.57, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.602, 1192, 877, 186.71, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.654, 1192, 877, 194.61, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.706, 1192, 877, 200.57, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.761, 1192, 877, 188.03, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.812, 1192, 877, 185.03, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.864, 1192, 877, 199.13, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.921, 1192, 877, 194.13, 64, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:37.972, 1192, 877, 188.99, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.024, 1192, 877, 195.92, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.077, 1192, 877, 205.35, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.128, 1192, 877, 200.70, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.201, 1192, 877, 189.95, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.253, 1192, 877, 186.82, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.306, 1192, 877, 198.31, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.358, 1192, 877, 200.70, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.409, 1192, 877, 185.38, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.462, 1192, 877, 188.03, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.514, 1192, 877, 201.66, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.567, 1192, 877, 205.15, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.619, 1192, 877, 188.15, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.671, 1192, 877, 194.48, 65, 63, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.723, 1192, 877, 198.66, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.775, 1192, 877, 182.40, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.828, 1192, 877, 192.91, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.879, 1192, 877, 197.70, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.931, 1192, 877, 190.43, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:38.983, 1192, 877, 185.86, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.035, 1192, 877, 196.87, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.089, 1192, 877, 189.95, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.141, 1192, 877, 178.44, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.193, 1192, 877, 196.05, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.249, 1192, 877, 202.89, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.301, 1192, 877, 190.78, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.353, 1192, 877, 188.03, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.405, 1192, 877, 199.27, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.457, 1192, 877, 207.40, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.512, 1192, 877, 187.30, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.563, 1192, 877, 197.83, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.615, 1192, 877, 205.83, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.671, 1192, 877, 180.72, 65, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.723, 1192, 877, 130.94, 66, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.775, 1192, 877, 201.80, 65, 64, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.832, 1192, 877, 203.58, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.884, 1192, 877, 185.03, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.935, 1192, 877, 199.40, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:39.987, 1192, 877, 198.31, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.039, 1192, 877, 172.07, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.092, 1192, 877, 191.13, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.144, 1192, 877, 197.35, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.196, 1192, 877, 206.79, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.248, 1192, 877, 182.63, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.300, 1192, 877, 192.21, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.354, 1192, 877, 195.92, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.405, 1192, 877, 196.53, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.457, 1192, 877, 172.32, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.509, 1192, 877, 197.83, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.561, 1192, 877, 198.31, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.615, 1192, 877, 195.09, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.667, 1192, 877, 186.34, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.718, 1192, 877, 195.57, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.771, 1192, 877, 201.53, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.822, 1192, 877, 171.37, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.876, 1192, 877, 192.82, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.927, 1192, 877, 200.70, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:40.979, 1192, 877, 206.45, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.031, 1192, 877, 177.96, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.083, 1192, 877, 178.44, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.135, 1192, 877, 195.09, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.187, 1192, 877, 198.31, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.239, 1192, 877, 191.38, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.291, 1192, 877, 182.99, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.342, 1192, 877, 196.26, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.398, 1192, 877, 201.87, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.449, 1192, 877, 173.40, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.501, 1192, 877, 193.17, 66, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.553, 1192, 877, 198.79, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.605, 1192, 877, 198.44, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.660, 1192, 877, 184.80, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.712, 1192, 877, 133.35, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.764, 1192, 877, 203.23, 67, 65, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.820, 1192, 877, 204.88, 66, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.871, 1192, 877, 174.24, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.923, 1192, 877, 195.57, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:41.975, 1192, 877, 202.27, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.027, 1192, 877, 199.05, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.082, 1192, 877, 185.15, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.134, 1192, 877, 193.65, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.186, 1192, 877, 207.74, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.242, 1192, 877, 169.93, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.294, 1192, 877, 188.86, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.345, 1192, 877, 201.32, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.403, 1192, 877, 190.17, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.454, 1192, 877, 185.28, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.506, 1192, 877, 191.99, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.562, 1192, 877, 203.58, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.614, 1192, 877, 208.36, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.665, 1192, 877, 166.20, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.717, 1192, 877, 184.07, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.769, 1192, 877, 201.18, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.823, 1192, 877, 204.05, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.876, 1192, 877, 174.24, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.927, 1192, 877, 193.17, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:42.979, 1192, 877, 196.26, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.031, 1192, 877, 205.49, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.085, 1192, 877, 186.59, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.137, 1192, 877, 178.80, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.189, 1192, 877, 196.53, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.245, 1192, 877, 205.01, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.297, 1192, 877, 183.84, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.349, 1192, 877, 189.24, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.401, 1192, 877, 195.57, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.453, 1192, 877, 204.67, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.507, 1192, 877, 180.48, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.558, 1192, 877, 187.68, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.610, 1192, 877, 202.75, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.666, 1192, 877, 203.58, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.718, 1192, 877, 164.28, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.770, 1192, 877, 166.31, 67, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.822, 1192, 877, 186.11, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.873, 1192, 877, 199.75, 67, 66, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.928, 1192, 877, 205.83, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:43.979, 1192, 877, 173.76, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.031, 1192, 877, 188.61, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.087, 1192, 877, 198.31, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.139, 1192, 877, 202.62, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.190, 1192, 877, 170.41, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.242, 1192, 877, 184.67, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.294, 1192, 877, 199.88, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.348, 1192, 877, 205.69, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.400, 1192, 877, 180.00, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.451, 1192, 877, 166.79, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.503, 1192, 877, 182.28, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.555, 1192, 877, 198.79, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.610, 1192, 877, 200.70, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.662, 1192, 877, 184.67, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.713, 1192, 877, 186.59, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.770, 1192, 877, 199.75, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.821, 1192, 877, 199.48, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.873, 1192, 877, 186.11, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.925, 1192, 877, 184.67, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:44.977, 1192, 877, 193.39, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.031, 1192, 877, 199.27, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.083, 1192, 877, 194.74, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.134, 1192, 877, 185.76, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.186, 1192, 877, 177.60, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.238, 1192, 877, 189.09, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.291, 1192, 877, 205.49, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.343, 1192, 877, 206.93, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.395, 1192, 877, 170.63, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.447, 1192, 877, 183.84, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.499, 1192, 877, 196.74, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.554, 1192, 877, 206.45, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.605, 1192, 877, 184.32, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.657, 1192, 877, 186.59, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.713, 1192, 877, 196.87, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.764, 1192, 877, 200.70, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.816, 1192, 877, 186.34, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.868, 1192, 877, 191.26, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.920, 1192, 877, 174.61, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:45.972, 1192, 877, 189.09, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.024, 1192, 877, 198.79, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.076, 1192, 877, 203.30, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.128, 1192, 877, 182.76, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.179, 1192, 877, 183.59, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.235, 1192, 877, 194.96, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.287, 1192, 877, 199.27, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.338, 1192, 877, 194.61, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.390, 1192, 877, 171.14, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.442, 1192, 877, 188.74, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.496, 1192, 877, 143.64, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.548, 1192, 877, 200.84, 68, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.599, 1192, 877, 201.53, 68, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.651, 1192, 877, 187.78, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.703, 1192, 877, 178.56, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.755, 1192, 877, 192.91, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.807, 1192, 877, 199.13, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.859, 1192, 877, 206.31, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.911, 1192, 877, 188.99, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:46.962, 1192, 877, 182.76, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.017, 1192, 877, 192.34, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.069, 1192, 877, 199.75, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.121, 1192, 877, 203.44, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.172, 1192, 877, 167.64, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.224, 1192, 877, 156.70, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.278, 1192, 877, 182.76, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.330, 1192, 877, 194.48, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.382, 1192, 877, 198.66, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.434, 1192, 877, 209.18, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.485, 1192, 877, 166.46, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.539, 1192, 877, 187.07, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.591, 1192, 877, 194.00, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.643, 1192, 877, 199.75, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.695, 1192, 877, 199.75, 69, 69, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.747, 1192, 877, 169.45, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.799, 1192, 877, 186.47, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.851, 1192, 877, 195.57, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.903, 1192, 877, 168.60, 69, 67, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:47.955, 1192, 877, 198.31, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:48.007, 1192, 877, 195.22, 69, 69, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:48.062, 1192, 877, 172.21, 69, 69, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:48.114, 1192, 877, 187.42, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:48.166, 1192, 877, 204.40, 69, 68, 100, 14342, Not Active, Not Active, Not Active
2026/07/17 09:53:48.222, 1192, 877, 205.49, 69, 68, 100, 14342, Not Active, Not Active, Not Active
