timestamp,graphics_clock_mhz,memory_clock_mhz,power_w,temperature_c,gpu_util_pct,memory_used_mib,sw_power_cap,sw_thermal_slowdown,hw_thermal_slowdown
2026/07/17 09:17:31.719, 1192, 877, 37.89, 47, 92, 6, Not Active, Not Active, Not Active
2026/07/17 09:17:31.771, 1192, 877, 37.91, 47, 92, 8, Not Active, Not Active, Not Active
2026/07/17 09:17:31.823, 1192, 877, 37.91, 47, 100, 8, Not Active, Not Active, Not Active
2026/07/17 09:17:31.875, 1192, 877, 37.91, 47, 100, 8, Not Active, Not Active, Not Active
2026/07/17 09:17:31.927, 1192, 877, 35.97, 47, 100, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:31.978, 1192, 877, 35.49, 47, 67, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.030, 1192, 877, 35.49, 47, 67, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.082, 1192, 877, 35.49, 47, 67, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.134, 1192, 877, 35.49, 47, 0, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.185, 1192, 877, 35.49, 47, 0, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.237, 1192, 877, 35.49, 47, 0, 316, Not Active, Not Active, Not Active
2026/07/17 09:17:32.289, 1192, 877, 35.97, 47, 2, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.342, 1192, 877, 36.46, 47, 2, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.394, 1192, 877, 36.46, 47, 2, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.446, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.499, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.551, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.603, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.655, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.707, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.759, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.811, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.863, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.916, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:32.968, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.020, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.072, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.124, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.176, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.228, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.280, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.332, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.385, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.437, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.489, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.541, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.593, 1192, 877, 36.46, 47, 100, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.646, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.698, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.750, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.802, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.854, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
2026/07/17 09:17:33.906, 1192, 877, 36.46, 47, 99, 11818, Not Active, Not Active, Not Active
